/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_53_769.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_53_769.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_53_769.jpg,0,0,0,3.70E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_53_853.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_53_853.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_53_853.jpg,0,0,0,2.70E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_53_939.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_53_939.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_53_939.jpg,0,0,0,1.61E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_020.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_020.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_020.jpg,0,0,0,2.01E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_103.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_103.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_103.jpg,0,0,0,2.71E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_185.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_185.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_185.jpg,0,0,0,3.44E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_266.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_266.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_266.jpg,0,0,0,4.04E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_338.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_338.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_338.jpg,0,0,0,4.83E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_428.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_428.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_428.jpg,0,0,0,5.63E-06
/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_18_16_12_54_500.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_18_16_12_54_500.jpg,/Users/jack/Desktop/sdcnd/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_18_16_12_54_500.jpg,0,0,0,9.93E-07
